id,english,french,german,spanish,japanese,koreana,polish,portuguese,russian,schinese,tchinese
battle-log-hit-text,{character-1} hit {character-2},{character-1} a touché {character-2},{character-1} hat {character-2} getroffen,{character-1} ha acertado a {character-2},{character-1}は{character-2}をヒットした,{character-1}이(가) {character-2}을(를) 가격했습니다,{character-1} trafia: {character-2},{character-1} atingiu {character-2},{character-2} — получена атака ({character-1}),{character-1}命中了{character-2},{character-1}命中了{character-2}
battle-log-cleanse-text,{character} cleansed,{character} s'est purifié,{character} gereinigt,Se ha purificado a {character},{character}は浄化した,{character}이(가) 일소됐습니다,{character}: oczyszczono,{character} se purificou,{character} — очищено,{character}进行了净化,{character}已淨化
battle-log-dodged-text,{character} dodged,{character} a esquivé,{character} ist ausgewichen,{character} ha esquivado,{character}は回避した,{character}이(가) 회피했습니다,{character} wykonuje unik,{character} se esquivou,{character} — избегание,{character}进行了闪避,{character}閃避了
battle-log-healed-text,{character} healed,{character} s'est soigné,{character} wurde geheilt,{character} se ha curado,{character}は治癒した,{character}이(가) 치유했습니다,{character} uzdrawia się,{character} se curou,{character} — лечение,{character}得到了治疗,{character}治療了
overhealed-text,Overhealed,Soigné excessivement,Überheilt,Sobrecuración,異常治癒,초과 치유함,Przekroczono leczenie,Sobrecura,Сверхлечение,已过度治疗,已過度治療
overheal-text,Overheal,Soin excessif,Überheilen,Sobrecuración,異常治癒,초과 치유,Przekroczenie leczenia,Sobrecura,Сверхлечение,过度治疗,過度治療
executed-text,Executed,Exécuté,Getötet,Ejecución,処刑,처형됨,Dokonano egzekucji,Executado,Казнь,秒杀,格殺
blocked-text,Blocked,Bloqué,Geblockt,Bloqueo,ブロック,차단됨,Zablokowano,Bloqueado,Блок,格挡,格擋
debuff-immune-text,Debuff Immune,Immunisé aux effets négatifs,Debuff-Immunität,Inmune a ef. neg.,デバフ免除,면역력 디버프,Uniewrażliwiono na negatywne efekty,Imune a desvantagem,Иммунитет к отрицательным эффектам,减益免疫,減益免疫
failed-steal-text,Failed Steal,Vol échoué,Raub gescheitert,Robo fracasado,スティール失敗,강탈 실패함,Nieudana kradzież,Roubo malsucedido,Неудачная кража,偷取失败,偷取失敗
steal-text,Steal,Vol,Raub,Robo,スティール,강탈,Kradzież,Roubo,Кража,偷取,偷取
escaped-text,Escaped,A fui,Geflüchtet,Huida,逃亡,탈출함,Udana ucieczka,Fugiu,Побег,逃离,逃離
cleanse-text,Cleanse,Purifier,Reinigen,Purificación,浄化,일소,Oczyszczenie,Purificação,Очищение,净化,淨化
inventory-full-text,Inventory Full,Inventaire plein,Inventar voll,Inventario lleno,インベントリに空きなし,인벤토리 꽉 참,Brak miejsca,Inventário cheio,Инвентарь заполнен,背包已满,物品欄已滿
armor-break-text,Armor Break!,Armure brisée !,Rüstungsbruch!,¡Rotura de armadura!,鎧破壊！,갑옷 파괴!,Skruszenie pancerza!,Quebra de armadura!,Разрушение брони!,护甲破坏！,護甲破裂！
counter-attack-break-text,Counter Attack!,Contre-attaque !,Gegenangriff!,¡Contrataque!,反撃！,역습!,Kontratak!,Contra-ataque!,Контрудар!,反击！,反擊！
missing-mana-text,Missing Mana,Mana manquant,Fehlendes Mana,Maná gastado,失われたマナ,사라진 마나,Zużyta mana,Mana faltante,Потраченная мана,已失去法力,缺少法力
cleansed-text,Cleansed,Purifié,Gereinigt,Purificado,浄化,일소됨,Oczyszczono,Purificado,Очищено,净化,已淨化
heal-text,Heal,Soigner,Heilen,Curación,治癒,치유,Uzdrowienie,Cura,Лечение,治疗,治療
attack-text,Attack,Attaque,Angriff,Ataque,攻撃,공격,Atak,Ataque,Атака,攻击,攻擊
enter-text,Enter,Entrer,Eintreten,Entrar,入る,입장,Wejdź,Entrar,Войти,进入,進入
skip-text,Skip,Passer,Überspringen,Omitir,スキップ,건너뛰기,Pomiń,Pular,Пропустить,跳过,跳過
open-text,Open,Ouvrir,Öffnen,Abrir,開く,열기,Otwórz,Abrir,Открыть,打开,開啟
sell-all-text,Sell All,Tout vendre,Alle verkaufen,Vender todo,すべて売る,모두 판매,Sprzedaj wszystko,Vender tudo,Продать все,全部出售,全部出售
close-text,Close,Fermer,Schließen,Cerrar,閉じる,닫다,Zamknij,Fechar,Закрыть,关闭,關閉
demo-tower-completed-text,Demo Tower Completed,Tour de démo terminée,Demo-Turm abgeschlossen,Completada la Torre Demo,デモ塔クリア,탑 데모 완료,Ukończono wersję demonstracyjną wieży,Torre da demonstração concluída,Демобашня пройдена,演示塔完成,示範塔已完成
grants-stat-consumable-text,Grants |{amount}| |{stat}| this battle,Confère |{amount}| |{stat}| pour ce combat,Gewährt |{amount}| |{stat}| für diesen Kampf,Otorga |{amount}| de |{stat}| en este combate,現バトルで|{amount}|{stat}|を付与,이 배틀에 |{amount}| |{stat}|을(를) 부여합니다,Na czas tej bitwy przyznaje: |{amount}| |{stat}|,Concede |{amount}| |{stat}| nesta batalha,{stat}| +|{amount}| в этом бою,为本场战斗提供|{amount}|{stat},為本場戰鬥提供|{amount}||{stat}|
temp-stat-to-add-potion-description-text,Grants |{stat}| for this battle,Confère |{stat}| pour ce combat,Gewährt |{stat}| für diesen Kampf,Otorga |{stat}| durante este combate,現バトルの間、|{stat}|を付与,이 배틀에 |{stat}|을(를) 부여합니다,Na czas tej bitwy przyznaje statystykę |{stat}|,Concede |{stat}| nesta batalha,#ERROR!,为本场战斗提供|{stat}|,為本場戰鬥提供|{stat}|
status-effect-potion-description-multiple-text,Grants {amount} Stacks of |{status-effect},Confère {amount} charges de |{status-effect},Gewährt {amount} Stapel von |{status-effect},Otorga {amount} acumulaciones de |{status-effect},|{status-effect}|のスタックを{amount}付与,|{status-effect}| {amount} 스택 부여,Przyznaje {amount} stosów |{status-effect},Concede {amount} pilhas de |{status-effect},#ERROR!,授予 {amount} 层 |{status-effect},賦予 {amount} 層 |{status-effect}
status-effect-potion-description-single-text,Grants a Stack of |{status-effect},Confère une charge de |{status-effect},Gewährt einen Stapel von |{status-effect},Otorga una acumulación de |{status-effect},|{status-effect}|のスタックを1つ付与,|{status-effect}| 스택 1개 부여,Przyznaje jeden stos |{status-effect},Concede uma pilha de |{status-effect},{status-effect}| +1 заряд,授予一层 |{status-effect},賦予 1 層 |{status-effect}
potion-restores-text,Restores {amount} |{stat},Rend {amount} |{stat},Stellt {amount} |{stat}| wieder her,Restaura |{amount}| de |{stat}|,{amount} |{stat}|を回復,{amount} |{stat}|을(를) 복원합니다,Przywraca {amount} pkt statystyki |{stat},Restaura {amount} |{stat},Восстанавливает {amount} характеристики |{stat},回复{amount}|{stat},恢復{amount}|{stat}
potion-regenerates-text,Regenerates {amount} |{stat},Régénère {amount} |{stat},Regeneriert {amount} |{stat},Regenera {amount} |{stat},{stat}| を {amount} 再生します |,{stat}| {amount} 재생 |,Regeneruje {amount} |{stat},Regenera {amount} |{stat},Восстанавливает {amount} характеристики |{stat},恢复 {amount} |{stat},恢復 {amount} |{stat}
potion-repairs-text,Repairs {amount}% of Your |{stat},Répare {amount}% de votre |{stat},Repariert {amount}% deiner |{stat},Repara {amount}% de tu |{stat},{stat}| の {amount}% を修復します |,{stat}| {amount}% 복구 |,Naprawia {amount}% twojego |{stat},Repara {amount}% do seu |{stat},Восстанавливает {amount}% характеристики |{stat},修复 {amount}% 的 |{stat},修復 {amount}% 的 |{stat}
refills-every-battle-potion-text,Refills Every Battle,Se recharge à chaque combat,Füllt sich nach jedem Kampf auf,Se recarga después de cada batalla,戦闘ごとにリチャージされます,매 전투마다 충전됩니다,Odnawia się po każdej walce,Recarrega a cada batalha,Восполняется после каждого боя,每场战斗后补充,每場戰鬥後補充
stat-transform-text,Transforms |{stat-1}| into |{stat-2},Transforme |{stat-1}| en |{stat-2},Verwandelt |{stat-1}| in |{stat-2},Transforma |{stat-1}| en |{stat-2},|{stat-1}| を |{stat-2}| に変換,|{stat-1}|을 |{stat-2}|로 변환,Przekształca |{stat-1}| w |{stat-2},Transforma |{stat-1}| em |{stat-2},Преобразует |{stat-1}| в |{stat-2},将 |{stat-1}| 转化为 |{stat-2},將 |{stat-1}| 轉化為 |{stat-2}
banished-item-text,Banished {item-name},{item-name} banni,{item-name} – verbannt,Destierro de {item-name},{item-name}を除外した,소멸된 {item-name},Wygnany przedmiot: {item-name},{item-name} do Banido,Изгнание: {item-name},放逐{item-name},放逐{item-name}
ascended-item-text,Ascended {item-name},Ascensionné {item-name},Erhöhtes {item-name},Ascendido {item-name},昇天した {item-name},승천한 {item-name},Ascendento {item-name},Ascendido {item-name},Вознесенный {item-name},升天的 {item-name},昇天的 {item-name}
reforged-item-text,Reforged {item-name},{item-name} reforgé,Neu geschmiedet: {item-name},{item-name} reforjado,鍛え直した {item-name},재제작된 {item-name},{item-name} przekuty,{item-name} reformado,Перекованный {item-name},重铸的 {item-name},重鑄的 {item-name}
item-reforge-text,{item-name} Reforge,Reforge de {item-name},{item-name} Neu schmieden,Reforja de {item-name},{item-name} 鍛え直し,{item-name} 재제작,Przekucie {item-name},Reforma de {item-name},Перековка {item-name},{item-name} 重铸,{item-name} 重鑄
banish-description-text,Permanently removes {item-name}|\n|from the tower,Retire définitivement {item-name}|\n|de la tour,Entfernt {item-name} dauerhaft|\n|aus dem Turm,Elimina permanentemente {item-name}|\n|de la torre,{item-name}を塔から|\n|永久に削除します,{item-name}을(를) 탑에서|\n|영구적으로 제거합니다,Trwale usuwa {item-name}|\n|z wieży,Remove permanentemente {item-name}|\n|da torre,Навсегда убирает {item-name}|\n|из башни,将 {item-name} 从塔中|\n|永久移除,將 {item-name} 從塔中|\n|永久移除
ascend-item-description-text,Returns {item-name} to the|\n|market pool,Renvoie {item-name} au|\n|pool du marché,Kehrt {item-name} in den|\n|Marktpool zurück,Devuelve {item-name} al|\n|pool de mercado,戻す {item-name} を|\n|市場プールに,시장 풀에 {item-name}을|\n|돌려보냄,Devuelve {item-name} al|\n|pool de mercado,Devuelve {item-name} al|\n|pool de mercado,Возвращает {item-name} в|\n|рыночный пул,將 {item-name} 返回|\n|至市場池,將 {item-name} 返回|\n|至市場池
unlock-requirements-description-text,Required completed battles to unlock:,Batailles requises pour débloquer :,Benötigte abgeschlossene Kämpfe zum Freischalten:,Batallas completadas requeridas para desbloquear:,アンロックに必要な完了バトル数：,잠금 해제에 필요한 완료된 배틀:,Wymagane ukończone bitwy do odblokowania:,Batalhas concluídas necessárias para desbloquear:,Требуется завершенных боев для разблокировки:,解锁所需的已完成战斗：,解鎖所需的已完成戰鬥：
unlimited-amount-text,Unlimited,Illimité,Unbegrenzt,Ilimitado,無制限,무제한,Nieograniczony,Ilimitado,Нет лимита,无限,無限
max-amount-text,Max: {amount},Max : {amount},Max.: {amount},Máx.: {amount},最大：{amount},최대: {amount},Maks.: {amount},Máximo: {amount},Макс.: {amount},最大：{amount},最大：{amount}
corrupted-fragment-text,Corrupted Fragment,Fragment corrompu,Beschädigtes Fragment,Fragmento corrupto,腐敗した断片,손상된 조각,Wypaczony fragment,Fragmento corrompido,Искаженный фрагмент,腐化残片,損壞的碎片
